property_id,zipcode_freq,property_max_guests,property_bathrooms,property_bedrooms,property_beds,host_id_freq,host_for_x_months,host_response_rate,host_nr_listings,booking_price_covers,booking_min_nights,booking_max_nights,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,booking_cancel_policy,reviews_num,reviews_rating,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,target,property_type_Bed & Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,property_type_infrequent_sklearn,property_room_type_Private room,property_room_type_Shared room,brussels,antwerp,host_near_property,extra_score,host_verified_score,amenities_score,last_updated_in_months
1393,0.0560431100846805,5,1.0,1.0,3.0,0.0032332563510392,36,96.0,27.0,1,2,1125,21,47,71,340,3,20,86.0,9.0,9.0,9.0,9.0,9.0,9.0,1.67,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,14.0,0
1394,0.2246343341031562,10,2.0,2.0,6.0,0.0032332563510392,36,96.0,27.0,4,2,1125,22,48,78,353,2,10,88.0,9.0,9.0,10.0,9.0,9.0,9.0,1.35,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,18.0,0
1396,0.2246343341031562,7,1.0,1.0,3.0,0.0032332563510392,36,96.0,27.0,3,1,1125,24,52,82,357,2,2,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.87,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,19.0,0
1397,0.042802155504234,4,1.0,1.0,2.0,0.0032332563510392,36,96.0,27.0,1,3,1125,29,53,75,343,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0
1398,0.0560431100846805,5,1.0,2.0,2.0,0.0032332563510392,36,96.0,27.0,1,2,365,14,44,74,349,3,41,84.0,9.0,9.0,9.0,9.0,8.0,9.0,1.18,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,10.0,1
1400,0.0560431100846805,4,1.0,2.0,4.0,0.0032332563510392,36,96.0,27.0,3,2,999999999,20,50,80,355,3,18,80.0,8.0,8.0,9.0,9.0,8.0,8.0,0.54,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,10.0,2
1401,0.0560431100846805,6,1.0,1.0,4.0,0.0032332563510392,36,96.0,27.0,3,2,2147483647,19,41,58,333,2,44,84.0,8.0,9.0,9.0,9.0,9.0,8.0,1.33,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,15.0,2
1402,0.0560431100846805,4,1.0,2.0,3.0,0.0032332563510392,36,96.0,27.0,3,2,2147483647,25,52,82,357,3,13,82.0,9.0,9.0,10.0,10.0,9.0,9.0,0.39,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,10.0,1
1403,0.0560431100846805,4,1.0,2.0,4.0,0.0032332563510392,36,96.0,27.0,1,2,999999999,13,28,58,333,3,29,77.0,8.0,8.0,9.0,9.0,8.0,8.0,0.87,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,9.0,1
1404,0.0560431100846805,2,1.0,0.0,1.0,0.0032332563510392,36,96.0,27.0,1,3,1125,20,46,76,351,2,9,84.0,8.0,9.0,9.0,9.0,8.0,8.0,1.08,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,11.0,0
1405,0.0560431100846805,6,1.0,1.0,4.0,0.0032332563510392,36,96.0,27.0,3,2,1125,18,48,78,353,2,11,84.0,9.0,9.0,9.0,9.0,8.0,8.0,0.47,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,11.0,0
1406,0.2246343341031562,7,1.0,1.0,3.0,0.0032332563510392,36,96.0,27.0,3,2,1125,24,52,78,353,2,27,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2.56,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,22.0,0
1407,0.0560431100846805,5,1.0,1.0,3.0,0.0032332563510392,36,96.0,27.0,3,2,1125,20,47,77,349,3,29,87.0,9.0,9.0,8.0,9.0,8.0,8.0,1.71,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,13.0,0
1408,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,3,1125,17,47,77,167,3,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.07,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,11.0,0
1409,0.2246343341031562,7,1.0,4.0,4.0,0.0001539645881447,36,40.0,1.0,1,7,1125,0,7,37,312,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,13.0,21
1410,0.0210931485758275,1,3.0,1.0,1.0,0.0001539645881447,36,90.0,3.0,2,3,1125,23,53,83,358,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,19.0,0
1411,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,1,1125,8,8,8,8,4,2,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,10.0,0
1412,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,64,100.0,1.0,1,2,1125,14,44,74,349,2,23,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0.39,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,9.0,0
1413,0.0409545804464973,3,1.0,0.0,2.0,0.0001539645881447,36,100.0,1.0,3,2,1125,5,35,65,65,3,11,92.0,10.0,9.0,9.0,10.0,9.0,9.0,1.74,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,11.0,0
1414,0.0560431100846805,2,1.5,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,2,30,0,7,37,312,4,37,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1.06,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,11.0,1
1415,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,36,89.0,1.0,1,1,1125,0,0,0,92,4,7,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0.59,108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,17.0,0
1416,0.042802155504234,3,1.0,1.0,2.0,0.0001539645881447,36,100.0,1.0,2,3,21,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,16.0,12
1417,0.0988452655889145,3,1.0,1.0,2.0,0.0001539645881447,36,100.0,1.0,1,2,1125,15,45,68,68,4,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.21,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,0
1418,0.0409545804464973,2,1.0,1.0,1.0,0.0001539645881447,36,85.0,1.0,1,1,1125,5,5,5,5,3,16,95.0,9.0,9.0,10.0,10.0,9.0,10.0,1.13,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,5.0,21.0,0
1419,0.0988452655889145,3,1.0,2.0,2.0,0.0001539645881447,36,90.0,1.0,1,1,1125,23,52,82,357,3,68,86.0,9.0,8.0,9.0,9.0,9.0,9.0,2.18,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,9.0,0
1420,0.2246343341031562,4,1.5,2.0,3.0,0.0001539645881447,36,100.0,1.0,1,17,10000,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,16.0,7
1421,0.0210931485758275,5,1.0,2.0,2.0,0.0001539645881447,64,100.0,1.0,1,2,1125,0,0,0,0,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.73,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,30.0,1
1422,0.2246343341031562,4,1.0,2.0,2.0,0.0001539645881447,36,100.0,1.0,4,2,7,0,3,11,11,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,11.0,4
1423,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,5,50,0,0,0,0,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,9.0,22
1424,0.1485758275596612,1,0.5,2.0,1.0,0.0003079291762894,36,100.0,2.0,1,25,66,25,30,30,30,4,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,1.28,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,18.0,0
1425,0.1485758275596612,3,1.5,2.0,2.0,0.0003079291762894,36,100.0,2.0,3,7,8,0,0,0,0,3,4,75.0,9.0,8.0,7.0,9.0,9.0,8.0,0.12,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,11.0,2
1426,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,1,1125,9,27,52,297,4,45,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.37,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,22.0,0
1427,0.0409545804464973,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,2,1125,13,34,56,308,4,38,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.82,55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,6.0,17.0,0
1428,0.2246343341031562,4,1.0,1.0,2.0,0.0001539645881447,64,100.0,1.0,1,30,300,0,0,0,0,4,1,80.0,10.0,8.0,8.0,8.0,10.0,8.0,0.03,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,10.0,3
1429,0.0210931485758275,1,1.0,1.0,1.0,0.0001539645881447,64,100.0,1.0,1,2,30,30,60,90,365,4,13,94.0,9.0,9.0,10.0,9.0,9.0,10.0,0.64,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,14.0,0
1430,0.0210931485758275,2,1.0,1.0,1.0,0.0001539645881447,64,100.0,8.0,1,3,1125,1,1,1,250,3,7,94.0,9.0,8.0,10.0,10.0,10.0,9.0,0.32,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,9.0,0
1431,0.2246343341031562,2,1.5,1.0,1.0,0.0001539645881447,36,80.0,1.0,1,1,1125,23,51,71,346,4,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.43,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,14.0,1
1432,0.0988452655889145,4,1.0,2.0,2.0,0.0001539645881447,36,100.0,1.0,1,1,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,8.0,25
1433,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,1,1125,0,0,7,282,4,7,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1.81,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,13.0,1
1434,0.0988452655889145,1,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,2,1125,9,18,23,298,2,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,15.0,0
1435,0.048960739030023,4,1.0,1.0,2.0,0.0001539645881447,36,100.0,1.0,2,2,20,1,1,3,262,3,4,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0.24,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,14.0,0
1436,0.0409545804464973,4,1.0,2.0,3.0,0.0001539645881447,36,0.0,1.0,2,18,120,7,30,48,60,4,3,93.0,10.0,10.0,10.0,10.0,9.0,10.0,0.28,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,12.0,1
1437,0.1485758275596612,4,1.0,1.0,2.0,0.0001539645881447,17,100.0,1.0,1,1,15,0,0,0,0,4,7,88.0,10.0,9.0,10.0,10.0,9.0,8.0,2.84,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,14.0,0
1438,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,3,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,17.0,11
1439,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,5,1125,0,0,0,0,4,1,100.0,10.0,8.0,10.0,6.0,8.0,10.0,0.03,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,9.0,9
1440,0.1485758275596612,2,1.0,2.0,1.0,0.0001539645881447,36,100.0,1.0,1,2,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,19.0,4
1441,0.0363356428021555,6,2.0,4.0,6.0,0.0001539645881447,36,100.0,1.0,1,1,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,7.0,11
1442,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,36,100.0,1.0,1,2,7,1,1,6,281,4,1,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.21,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,16.0,0
1443,0.0210931485758275,5,2.0,2.0,3.0,0.0001539645881447,36,100.0,1.0,2,1,1125,6,14,33,67,2,171,95.0,10.0,10.0,10.0,10.0,9.0,10.0,9.1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,11.0,0
1444,0.0132409545804464,2,1.0,1.0,1.0,0.0001539645881447,64,0.0,1.0,1,1,1125,29,59,89,364,2,6,80.0,9.0,9.0,10.0,10.0,9.0,9.0,0.19,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,0
1445,0.0204772902232486,5,2.0,2.0,5.0,0.0001539645881447,35,100.0,1.0,1,4,1125,0,0,0,128,4,3,93.0,10.0,9.0,10.0,10.0,7.0,9.0,0.1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,8.0,2
1446,0.048960739030023,2,1.0,1.0,1.0,0.0003079291762894,11,100.0,2.0,1,80,100,0,0,0,0,4,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.58,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,14.0,2
1447,0.048960739030023,2,1.0,1.0,1.0,0.0003079291762894,11,100.0,2.0,1,3,20,0,0,0,0,4,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.91,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,6.0,12.0,3
1448,0.2246343341031562,4,2.0,2.0,3.0,0.0001539645881447,35,100.0,1.0,1,2,15,24,54,81,81,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,8.0,0
1449,0.0284834488067744,4,1.5,2.0,4.0,0.0001539645881447,35,100.0,1.0,1,2,1125,1,7,26,296,4,17,96.0,9.0,10.0,9.0,9.0,8.0,10.0,0.59,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,11.0,1
1450,0.0391070053887605,6,1.0,2.0,2.0,0.0003079291762894,35,100.0,2.0,1,2,1125,0,0,0,0,3,2,80.0,8.0,7.0,9.0,9.0,7.0,8.0,0.22,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,21.0,0
1451,0.0391070053887605,2,1.0,1.0,1.0,0.0003079291762894,35,100.0,2.0,1,1,1125,0,15,45,45,3,16,93.0,10.0,9.0,10.0,10.0,9.0,9.0,2.15,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,21.0,0
1452,0.1485758275596612,4,1.0,1.0,2.0,0.0001539645881447,35,100.0,1.0,1,1,1125,8,18,23,273,2,33,87.0,9.0,9.0,10.0,10.0,9.0,9.0,1.08,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,15.0,0
1453,0.0409545804464973,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,1,3,27,57,87,362,4,2,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0.31,59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,12.0,4
1454,0.0988452655889145,6,1.0,3.0,4.0,0.0001539645881447,35,100.0,1.0,1,6,1125,0,0,0,0,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,9.0,10
1455,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,64,100.0,3.0,1,90,1125,0,0,0,220,2,11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.55,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.0,9.0,3
1456,0.0391070053887605,2,1.0,1.0,2.0,0.0001539645881447,35,100.0,1.0,1,2,10,0,0,0,0,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,14.0,7
1457,0.0363356428021555,2,1.5,1.0,1.0,0.0001539645881447,64,100.0,1.0,1,7,1125,2,32,62,153,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,15.0,0
1458,0.0157043879907621,3,1.0,0.0,2.0,0.0001539645881447,35,100.0,1.0,2,1,1125,2,2,2,53,4,12,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.83,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,14.0,1
1460,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,1,1125,20,50,80,355,4,2,80.0,10.0,8.0,10.0,10.0,10.0,10.0,2.0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,12.0,0
1461,0.0988452655889145,3,1.0,1.0,1.0,0.0001539645881447,64,100.0,1.0,1,3,1125,0,0,0,0,4,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0.03,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,14.0,10
1462,0.0409545804464973,2,1.0,1.0,1.0,0.0001539645881447,35,82.0,2.0,1,2,1125,17,45,68,343,4,33,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.96,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,7.0,0
1463,0.0363356428021555,3,1.0,0.0,2.0,0.0003079291762894,35,100.0,2.0,1,1,1125,0,7,37,37,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,8.0,1
1464,0.0363356428021555,5,1.0,2.0,3.0,0.0003079291762894,35,100.0,2.0,2,2,1125,1,15,45,320,4,23,91.0,10.0,10.0,9.0,10.0,9.0,9.0,1.07,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,12.0,10
1465,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,1,18,0,0,0,0,4,3,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.42,150,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,7.0,7
1466,0.1485758275596612,3,1.0,1.0,2.0,0.0001539645881447,64,100.0,1.0,1,5,30,0,0,6,281,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
1467,0.024172440338722,3,1.0,0.0,1.0,0.0001539645881447,35,100.0,1.0,2,2,1125,8,8,8,8,4,30,94.0,9.0,10.0,10.0,10.0,9.0,10.0,0.86,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,9.0,0
1468,0.1485758275596612,2,1.0,0.0,1.0,0.0001539645881447,35,100.0,1.0,2,2,1125,0,0,0,0,2,1,80.0,10.0,8.0,8.0,10.0,8.0,8.0,0.06,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,10.0,8
1469,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,35,70.0,1.0,1,2,25,0,0,12,12,4,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.86,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,7.0,9.0,0
1470,0.0560431100846805,4,1.0,1.0,2.0,0.0001539645881447,35,100.0,1.0,2,1,1125,0,0,0,0,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,11.0,10
1471,0.2246343341031562,4,1.0,1.0,2.0,0.0001539645881447,35,100.0,1.0,1,1,1125,0,0,0,0,4,7,97.0,9.0,9.0,10.0,10.0,10.0,10.0,0.36,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,6.0,9
1472,0.1485758275596612,2,1.0,0.0,1.0,0.0001539645881447,35,100.0,1.0,1,3,1125,0,0,0,0,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,8.0,3
1473,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,35,50.0,1.0,1,3,31,0,0,22,22,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,11.0,0
1475,0.0118552732871439,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,2,1125,1,1,1,138,4,4,95.0,10.0,9.0,10.0,10.0,8.0,9.0,0.36,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,0
1476,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,35,70.0,1.0,1,1,1125,27,57,87,177,4,4,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0.68,89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,10.0,0
1477,0.0700538876058506,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,4,1125,28,58,88,88,2,18,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.68,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0
1478,0.0210931485758275,2,1.0,0.0,1.0,0.0001539645881447,35,100.0,1.0,2,7,1125,0,6,6,269,3,11,85.0,9.0,9.0,10.0,10.0,10.0,9.0,0.35,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,12.0,0
1479,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,2,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,14.0,2
1480,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,3,1125,13,38,65,65,4,90,87.0,9.0,9.0,10.0,9.0,9.0,9.0,5.31,190,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,1
1481,0.0409545804464973,2,1.0,1.0,2.0,0.0001539645881447,35,50.0,1.0,2,2,60,30,60,90,365,3,2,90.0,10.0,10.0,10.0,10.0,9.0,10.0,0.27,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,10.0,1
1482,0.042802155504234,2,1.0,1.0,1.0,0.0001539645881447,35,92.0,1.0,1,3,31,27,47,67,213,2,7,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0.76,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,14.0,0
1483,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,35,100.0,1.0,1,7,23,0,0,0,0,3,11,91.0,9.0,8.0,10.0,9.0,9.0,9.0,0.49,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,8.0,12
