property_id,property_name,property_summary,property_space,property_desc,property_neighborhood,property_notes,property_transit,property_access,property_interaction,property_rules,property_zipcode,property_lat,property_lon,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,property_beds,property_bed_type,property_amenities,property_scraped_at,property_last_updated,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,booking_cancel_policy,reviews_num,reviews_first,reviews_last,reviews_rating,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,extra,target
3296,Spacious bedroom with private bathroom in Berchem,"Our house is a very charming early 1900s town house conveniently located near the Antwerp-Berchem railway station. Guests have access to a spacious bedroom, private bathroom and a small outside terrace. Ideal for couples, solo travellers and professionals on the move.","The ground floor is all yours. It comprises a private bathroom with shower and a toilet, a spacious bedroom with a desk and a small terrace. The bed is a convertible sofa bed (120 wide x 180 long). Total surface is about 60 square meters.","Our house is a very charming early 1900s town house conveniently located near the Antwerp-Berchem railway station. Guests have access to a spacious bedroom, private bathroom and a small outside terrace. Ideal for couples, solo travellers and professionals on the move. The ground floor is all yours. It comprises a private bathroom with shower and a toilet, a spacious bedroom with a desk and a small terrace. The bed is a convertible sofa bed (120 wide x 180 long). Total surface is about 60 square meters. We are very proud of our city and more than happy to give you good advice on what to do and what to see in Antwerp. Don't hesitate to ask us city maps, bike routes and information brochures about the city! Our house is located in a vibrant part of town called Oud-Berchem. This neighborhood offers a variety of grocery stores, bakeries, butcheries, night shops, bars and even a brand new comedy club. The Zurenborg district, with its magnificent art nouveau architecture, is just a few street","Our house is located in a vibrant part of town called Oud-Berchem. This neighborhood offers a variety of grocery stores, bakeries, butcheries, night shops, bars and even a brand new comedy club. The Zurenborg district, with its magnificent art nouveau architecture, is just a few streets away. You will also love the 'Dageraadplaats', the beating hart of this area.",,"- The railway station Antwerpen-Berchem is just around the corner. There are regular connections to Brussels (35 min), Ghent (50 min), Bruges (90 min), Amsterdam (90 min), Paris (130 min) and many more beautiful destinations.  - Buses and trams bring you from the railway station to the city centre in just 20 minutes.  - You can reach the pride of Antwerp, the cathedral located in the city centre, in 15 min by bike.  - The Antwerp airport is a 10 min bus drive from the station. Flights to London, Malaga, Barcelona, Split, Rome, Hamburg, ... leave from this airport.",,"We are very proud of our city and more than happy to give you good advice on what to do and what to see in Antwerp. Don't hesitate to ask us city maps, bike routes and information brochures about the city!",- Extra visitors/guests are not allowed.,2600,51.19892323396456,4.429478366742597,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Essentials, Laptop friendly workspace, translation missing: en.hosting_amenity_50",2017-05-12,today,31210879,2015-04-14 00:00:00,"Antwerp, Flanders, Belgium","Young and dynamic couple with big dreams. We travel whenever we can, preferably to remote areas.",within a day,80.0,1.0,1.0,"email, phone, reviews",1,2,1125,15,38,58,138,strict,24,2016-10-20,2017-05-07,94.0,10.0,10.0,10.0,10.0,9.0,9.0,3.51,"Host Has Profile Pic, Is Location Exact",87
3301,Cosy little apartment in the city center,"Apartment in the city center, accesible from one of the main streets. Recently reformed, very clean, perfectly equiped and very limonous.",I offer a double sofa-bed in the living room (1'90x1'40 m).,"Apartment in the city center, accesible from one of the main streets. Recently reformed, very clean, perfectly equiped and very limonous. I offer a double sofa-bed in the living room (1'90x1'40 m). Access to the full extend of the apartment, respecting the personal objects in the house.","Situada en el centro de la ciudad, tiene de todo en un radio de 50 metros: cafeterías, restaurantes, supermercado, peluquería, Iglesia...",,Hay una parada de tranvía y bus a 10 metros de la puerta.,"Access to the full extend of the apartment, respecting the personal objects in the house.",,,2000,51.21636949621956,4.39958936788863,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,"TV, Wireless Internet, Kitchen, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_50",2017-05-12,5 days ago,31233480,2015-04-14 00:00:00,"Madrid, Community of Madrid, Spain",,within a few hours,100.0,1.0,1.0,"email, phone",1,1,1125,20,44,64,322,flexible,0,,,,,,,,,,,Host Has Profile Pic,95
3309,Bed & Breakfast Bio Brussels,"Bed and Breakfast Bio Brussels is a guest house located in one of the most popular areas of Brussels. We will receive you in a beautiful home of the early century, completely renovated, while having retained the charm.  Looking forward hosting you",,"Bed and Breakfast Bio Brussels is a guest house located in one of the most popular areas of Brussels. We will receive you in a beautiful home of the early century, completely renovated, while having retained the charm.  Looking forward hosting you",,,,,,,1180,50.80296302730712,4.339302398711047,Bed & Breakfast,Private room,2,1.0,1.0,2.0,Real Bed,"TV, Cable TV, Internet, Wireless Internet, Doorman, Breakfast, Pets live on this property, Heating, Family/kid friendly, Suitable for events, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher",2017-05-08,38 months ago,3128412,2012-08-01 00:00:00,BE,"I'm a graduate in Reflexology (and currently in training at the Shiatsu Master Kawada); you can enjoy your stay to recharge your batteries, and to go back on the right foot. (URL HIDDEN)",a few days or more,0.0,1.0,1.0,"email, phone",1,1,1125,30,60,90,365,flexible,0,,,,,,,,,,,"Host Has Profile Pic, Is Location Exact",30
3315,Room in a nice Brussels roommate,"I sublet my 12 m2 room in a roommate with 5 others young workers  in the neighborhood of Diamant (Near Georges-Henri, Meiser and Montgomery) for July & August. Perfect way to discover/work in Brussels & enjoy the Authentic Brussels life!(easy access)","Possibility to discover Brussels thanks to a cheap, well placed roommate. Moreover, you will live with young Belgian workers.","Possibility to discover Brussels thanks to a cheap, well placed roommate. Moreover, you will live with young Belgian workers. This place is really easy of access with easy bus & metro connection just at the corner of the street! Also possibility to enjoy the ""Noctis"" which is special night buses who go everywhere in Brussels during the night. Great to enjoy the nightlife! Limited - this is a sub-rent but the roommate is really dynamic. Nevertheless, it will be a real pleasure to help you to discover Brussels & provide you good tips if needed ! The neighboorhood is super well placed in Brussels in the east part of Brussels. Residential neighboorhood with quick access to supermarket and ideally connected thanks to the good public transportation. Public transportation: Metro Diamant + direct bus from the airport Zaventem + others Bus lines to access everywhere in Brussels + Noctis (by night) Car: Just near the E40 & with quick access to the ring of Brussels. Don't hesitate to contact me f",The neighboorhood is super well placed in Brussels in the east part of Brussels. Residential neighboorhood with quick access to supermarket and ideally connected thanks to the good public transportation.,Don't hesitate to contact me for any additional information!,Public transportation: Metro Diamant + direct bus from the airport Zaventem + others Bus lines to access everywhere in Brussels + Noctis (by night) Car: Just near the E40 & with quick access to the ring of Brussels.,"This place is really easy of access with easy bus & metro connection just at the corner of the street! Also possibility to enjoy the ""Noctis"" which is special night buses who go everywhere in Brussels during the night. Great to enjoy the nightlife!","Limited - this is a sub-rent but the roommate is really dynamic. Nevertheless, it will be a real pleasure to help you to discover Brussels & provide you good tips if needed !",,1030,50.84731230291848,4.404681615722969,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"TV, Internet, Wireless Internet, Kitchen, Free parking on premises, Heating, Smoke detector, Essentials",2017-05-08,22 months ago,3134489,2012-08-02 00:00:00,"Wezembeek-Oppem, Flanders, Belgium",Young worker,,,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id, work_email",1,10,60,0,0,0,0,moderate,1,2015-06-16,2015-06-16,,,,,,,,0.04,"Host Has Profile Pic, Host Identity Verified",65
3331,Whitebox loft with a VIEW!!!,Welcome to The Whitebox!!! A duplex loft of 200m2 with a big terrace and an amazing view on the Marnixplaats a fashionable area of Antwerp. Breakfast bars within walking distance. Weekdays available per night.,"Welcome to the Whitebox!!! A duplex loft of 200m2 with a big terrace and an amazing view on the Marnixplaats a fashionable area of Antwerp. The loft has 1 bedroom and a fully equipped kitchen. A shower and a bath. A sofa bed is installed at the duplex of the loft and has an amazing view. Breakfast bars are within walking distance as well as shopping streets ,museums, the historical centre, bars and restaurants.","Welcome to The Whitebox!!! A duplex loft of 200m2 with a big terrace and an amazing view on the Marnixplaats a fashionable area of Antwerp. Breakfast bars within walking distance. Weekdays available per night. Welcome to the Whitebox!!! A duplex loft of 200m2 with a big terrace and an amazing view on the Marnixplaats a fashionable area of Antwerp. The loft has 1 bedroom and a fully equipped kitchen. A shower and a bath. A sofa bed is installed at the duplex of the loft and has an amazing view. Breakfast bars are within walking distance as well as shopping streets ,museums, the historical centre, bars and restaurants. TV / WIFI Nespresso coffee machine baby bed on request Only if needed - you are all alone in the apartment - i am living on a 10 min drive from the loft - so available if needed! You open the door walk outside and you can choose out of a lot of bars and restaurants. Very easy if you had a day full of shopping / museum hanging / walking around. You take a shower and you don",You open the door walk outside and you can choose out of a lot of bars and restaurants. Very easy if you had a day full of shopping / museum hanging / walking around. You take a shower and you don't have to walk far to eat something in the middle of the trendy and charming neighbourhood!,Parking your car might be difficult during the weekend - or on weekdays after 6pm. The apartment is on a square - with a lot of bars and restaurants and very wanted by Antwerp hipsters - so you are right in the middle of it - but upstairs it is nice and calm. Maybe in summer with open windows you can hear the chit chat. I have lived in the apartment for 5 years and it never was an issue for me.,You can rent the city bikes all around town! There is a station right in front of the loft. Also metro/tram and bus are easy. And also a footstep away.,TV / WIFI Nespresso coffee machine baby bed on request,Only if needed - you are all alone in the apartment - i am living on a 10 min drive from the loft - so available if needed!,Smoking outside please - there is a BIG cosy terrace with an amazing view :-) ...and an ashtray. Also please take of your shoes when entering the loft - the floor is WHITE - i have foreseen nice slippers.,2000,51.21094032005468,4.397560918665021,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV, Cable TV, Internet, Wireless Internet, Kitchen, Elevator in building, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Essentials, Shampoo, Hangers, Hair dryer, Iron",2017-05-12,2 weeks ago,3149952,2012-08-03 00:00:00,"Antwerpen, Vlaams Gewest, Belgium","LOVE Joost , Lucy , Judy , Elton, The Beatles and LIFE. LOVE travelling and finding the special UNIQUE places to stay. Owner at Mindbox a full service photo and film production company",within an hour,92.0,1.0,1.0,"email, phone, reviews, jumio, work_email",2,1,1125,9,27,49,320,strict,139,2013-12-16,2017-05-04,91.0,9.0,8.0,9.0,9.0,10.0,9.0,3.35,"Host Has Profile Pic, Host Identity Verified",115
3365,Oasis,"This luxurious apartment is on the first floor of an ardeco house from  1935. Just 15 min with the tram or bus from the citycenter. It 's an oasis of relaxing after being in a busy city. The apartment is 5 min walk from the largest and most beautiful park of Antwerpen. It is a perfect place to stay after a night out in the TRIX, Sportpaleis or OLT Rivierenhof. Parking is for free in front of the house or at the back you will find a big parking place. It  is also possible to rent a bike.","The apartment has all the facilities to spend a relaxing Stay. Refrigerator, kitchen with oven, very good double bed, garden, pellet stove, table with four chairs , excellent massage shower, WIFI and TV...","This luxurious apartment is on the first floor of an ardeco house from  1935. Just 15 min with the tram or bus from the citycenter. It 's an oasis of relaxing after being in a busy city. The apartment is 5 min walk from the largest and most beautiful park of Antwerpen. It is a perfect place to stay after a night out in the TRIX, Sportpaleis or OLT Rivierenhof. Parking is for free in front of the house or at the back you will find a big parking place. It  is also possible to rent a bike. The apartment has all the facilities to spend a relaxing Stay. Refrigerator, kitchen with oven, very good double bed, garden, pellet stove, table with four chairs , excellent massage shower, WIFI and TV... The apartment house is located on the ground floor 70m2 with a nice garden. The apartment is available  for several nights. I will give you information about the city and the interesting things you can visit. You will have private acces to whole the apartment. In my neighborhood there are a couple of",In my neighborhood there are a couple of streets with beautiful old mansions from the early 20th century. The apartment is 5 minutes walk from one of Antwerp's most beautiful park. During the summer months there are numerous concerts in a unique open air theater. (URL HIDDEN),,At the end of the street you find tram 5 who brings you to the city center and the Sportpaleis. 3 minutes walk you will find a bus stop all the busses go to the central station and also Tram 10 will bring you to the city centeer,The apartment house is located on the ground floor 70m2 with a nice garden.,The apartment is available  for several nights. I will give you information about the city and the interesting things you can visit. You will have private acces to whole the apartment.,"No pets, no smoking inside, no lavish parties",2100,51.22190644596589,4.461886413542931,Townhouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Indoor fireplace, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials",2017-05-12,1 week ago,31747141,2015-04-22 00:00:00,"Antwerp, Flanders, Belgium",,within an hour,100.0,1.0,1.0,"email, phone, facebook, reviews, jumio, work_email",1,2,1125,16,44,68,336,flexible,166,2015-07-28,2017-04-26,92.0,10.0,10.0,10.0,10.0,9.0,9.0,7.6,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",50
3377,Chambre à Ixelles,"Mon logement est proche de la place Flagey. A porté de plein de petite commerce sympa, tel Le Pantin et Les Super Filles du Tram le Belga.  Vous apprécierez mon logement pour les gens, l'ambiance et l'emplacement.  Mon logement est parfait pour les couples et les voyageurs en solo. Les photos ne sont pas terrible mais je ferai en sorte d'en poster des mieux au plus vite ! :D",,"Mon logement est proche de la place Flagey. A porté de plein de petite commerce sympa, tel Le Pantin et Les Super Filles du Tram le Belga.  Vous apprécierez mon logement pour les gens, l'ambiance et l'emplacement.  Mon logement est parfait pour les couples et les voyageurs en solo. Les photos ne sont pas terrible mais je ferai en sorte d'en poster des mieux au plus vite ! :D",,,,,,,1050,50.82837195375973,4.366763225913237,Townhouse,Private room,3,1.0,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Smoking allowed, Heating, Washer, Essentials, Lock on bedroom door, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,10 months ago,31874600,2015-04-24 00:00:00,"Brussels, Brussels, Belgium",,,,1.0,1.0,"email, phone, facebook, reviews, jumio",1,2,1125,0,0,0,0,flexible,0,,,,,,,,,,,"Host Has Profile Pic, Host Identity Verified",22
3379,The chill place in Antwerp 2,"Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshoweMijn ruimte is vlakbij het stadscentrum, openbaar vervoer en parken. Mijn ruimte is geschikt voor stellen, solo-avonturiers, zakelijke reizigers en gezinnen (met kinderen).","Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshower starts your day.   When you arrive I always take time to show you the house and give you a lot of suggestions what to do in Antwerp, where to drink or dine and where to go out. In the morning your extensive breakfast is served in the cozy kitchen or outside in the garden. The house has free Wifi, cable TV and radio. On Wednesdays and Thursdays I also cook for guests and friends. The house restaurant is the place to meet other people and enjoy my Italian cooking. A three course dinner is €17,50. Drinks come extra. From the house you can easily walk to some typical Belgian cafe's and restaurants in the neighbourhood. Or you can take the tram that brings you to the","Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshower starts your day.   When you arrive I always take time to show you the house and give you a lot of suggestions what to do in Antwerp, where to drink or dine and where to go out. In the morning your extensive breakfast is served in the cozy kitchen or outside in the garden. The house has free Wifi, cable TV and radio. On Wednesdays and Thursdays I also cook for guests and friends. The house restaurant is the place to meet other people and enjoy my Italian cooking. A three course dinner is €17,50. Drinks come extra. From the house you can easily walk to some typical Belgian cafe's and restaurants in the neighbourhood. Or you can take the tram that brings you to the",The neighboorhood is very  quiet and near to the centre.,In the street you can park the car. Price is 3 euro 80 for a dayticket from 9 am - 19 pm.,Tram number 10 around the corner brings you to the center in 10 minutes.,,You always can reach me on my mobile phone.,,2140,51.21711477470862,4.444166640741136,Bed & Breakfast,Private room,3,1.0,1.0,2.0,Real Bed,"Wireless Internet, Smoking allowed, Breakfast, Heating, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron",2017-05-12,3 weeks ago,3189018,2012-08-07 00:00:00,"Antwerpen, Vlaams Gewest, Belgium","I am very interested in art, in design, in movies and music. I also love Italian cooking, I love to cook for friends. I traveled a lot in Italy and learned how to cook there. Now I organize Italian cooking lessons at my house.",within a few hours,100.0,3.0,3.0,"email, phone, reviews, jumio, government_id",2,1,1125,23,52,82,172,strict,1,2017-04-24,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",74
3380,The chill place in Antwerp 1,"Twee grote slaapkamers. 1 met dubbel bed en sofabed voor 1 persoon,de andere kamer heeft een dubbel bed en hoogslaper met 2 x1-persoonsmatras. Ontbijt is inbegrepen.","Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshower starts your day.   When you arrive I always take time to show you the house and give you a lot of suggestions what to do in Antwerp, where to drink or dine and where to go out. In the morning your extensive breakfast is served in the cozy kitchen or outside in the garden. The house has free Wifi, cable TV and radio. On Wednesdays and Thursdays I also cook for guests and friends. The house restaurant is the place to meet other people and enjoy my Italian cooking. A three course dinner is €17,50. Drinks come extra. From the house you can easily walk to some typical Belgian cafe's and restaurants in the neighbourhood. Or you can take the tram that brings you to the","Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshower starts your day.   When you arrive I always take time to show you the house and give you a lot of suggestions what to do in Antwerp, where to drink or dine and where to go out. In the morning your extensive breakfast is served in the cozy kitchen or outside in the garden. The house has free Wifi, cable TV and radio. On Wednesdays and Thursdays I also cook for guests and friends. The house restaurant is the place to meet other people and enjoy my Italian cooking. A three course dinner is €17,50. Drinks come extra. From the house you can easily walk to some typical Belgian cafe's and restaurants in the neighbourhood. Or you can take the tram that brings you to the","Het is een multi culturele buurt met een paar leuke cafes en restaurants. Supermarkt  in de buurt . Park in de buurt. Rustige straat, alleen plaatselijk verkeer.",Gelieve niet te roken in het huis. Roken kan in de tuin.,"Tram om de hoek die je rechtstreeks op 10 minuten naar de stad brengt, 15 minuten naar de oude stad",Gemeenschapelijke keuken voor ontbijt.,Ontvangst van de gasten .,No smoking inside the house  No pets,2140,51.21747587707607,4.445598467550062,Bed & Breakfast,Private room,4,1.0,1.0,3.0,Real Bed,"Internet, Wireless Internet, Smoking allowed, Breakfast, Heating, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Iron",2017-05-12,3 weeks ago,3189018,2012-08-07 00:00:00,"Antwerpen, Vlaams Gewest, Belgium","I am very interested in art, in design, in movies and music. I also love Italian cooking, I love to cook for friends. I traveled a lot in Italy and learned how to cook there. Now I organize Italian cooking lessons at my house.",within a few hours,100.0,3.0,3.0,"email, phone, reviews, jumio, government_id",2,1,30,22,51,81,356,strict,28,2012-08-27,2016-03-14,93.0,9.0,9.0,10.0,10.0,8.0,8.0,0.49,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",42
3389,L'Hermitage Guest Room,"We welcome you in our family house, built in the early 20th century in Art Deco style. We will do our best to make you will feel at home throughout your stay ...","You stay in a bright room of 33 m² on the second floor of our family home; located in the heart of Ixelles, facing the private park of the Solvay family. The newly renovated guest room has a private shower with toilet and a kitchen area where you will find all the crockery and kitchen appliances. A comfortable double bed (160x200), a desk, a seating area and a dining area are available throughout your stay.","We welcome you in our family house, built in the early 20th century in Art Deco style. We will do our best to make you will feel at home throughout your stay ... You stay in a bright room of 33 m² on the second floor of our family home; located in the heart of Ixelles, facing the private park of the Solvay family. The newly renovated guest room has a private shower with toilet and a kitchen area where you will find all the crockery and kitchen appliances. A comfortable double bed (160x200), a desk, a seating area and a dining area are available throughout your stay. You access the room by the common staircase. The room, shower / toilet and kitchen are completely private. * Cleaning 1x per week each friday * Extra cleaning on request * Possibility of meeting / departure to the airport or to the main railway stations on request with extra charge. In a green and quiet street, conveniently located between the famous shopping Avenue Louise and Place Flagey's ponds, you will be close to all","In a green and quiet street, conveniently located between the famous shopping Avenue Louise and Place Flagey's ponds, you will be close to all facilities. European institutions, the University district, Restaurants, Bars, Shopping, Museums, Cinemas, Park / Ponds are among the many attractions that are available in the area.","Equipment: Anti - Allergic Mattresse (160 x200) and bed linen  Flat screen TV 40 "" ( +100 Channels / Netflix ) Dishes and kitchen appliances Electric Kettle Nespresso coffee machine Dishwasher Microwave with grill function Hair dryer Vacuum cleaner and cleaning equipment Iron + ironing table","Bus: 71  Tram: 93, 94, 81 Metro: Louise, Porte de Namur Rent a bike available","You access the room by the common staircase. The room, shower / toilet and kitchen are completely private.",* Cleaning 1x per week each friday * Extra cleaning on request * Possibility of meeting / departure to the airport or to the main railway stations on request with extra charge.,* Max 2 persons and only occupants over by the lease are allowed to stay  * Max 2 personnes et uniquement les occupants repris par le contrat de location sont autorisés à séjourner.,1050,50.82962915101284,4.3670200117862255,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"TV, Cable TV, Wireless Internet, Kitchen, Heating, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo",2017-05-08,5 days ago,31981776,2015-04-26 00:00:00,"Brussels, Brussels, Belgium",,within a day,50.0,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,0,0,5,280,moderate,3,2015-06-07,2016-12-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.13,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",120
3420,Room in a house,Jolie petite chambre confortable dans une grande maison bruxelloise,,Jolie petite chambre confortable dans une grande maison bruxelloise,,,,,,,1200,50.84491773692179,4.411475699346059,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Free parking on premises, Breakfast, Heating, Smoke detector, First aid kit, Essentials, Shampoo",2017-05-08,25 months ago,32037656,2015-04-27 00:00:00,"Brussels, Brussels, Belgium",Etre reçu par la famille Casta ne vous décevra pas! Accueil chaleureux garanti!,within an hour,100.0,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,1,1125,29,59,89,364,flexible,2,2017-04-26,2017-04-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",40
3439,Duplex avec jardin près de Jourdan,Magnifique duplex bien situé à quelques minutes du centre de Bruxelles. Vous pourrez profiter pleinement du jardin.. Très cosy! Convient aux familles.,,Magnifique duplex bien situé à quelques minutes du centre de Bruxelles. Vous pourrez profiter pleinement du jardin.. Très cosy! Convient aux familles.,,,,,,,1040,50.83301441213333,4.385252258447306,Other,Entire home/apt,5,1.5,3.0,4.0,Real Bed,"TV, Wireless Internet, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Iron, Bathtub, Changing table, Children’s books and toys, Children’s dinnerware",2017-05-09,6 days ago,32146428,2015-04-28 00:00:00,"Etterbeek, Brussels, Belgium",,within a few hours,100.0,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual",1,2,1125,7,7,10,220,strict,14,2015-08-08,2017-05-01,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.66,"Host Has Profile Pic, Host Identity Verified",53
3445,Antwerp,Beautifull apartment with 2 large terraces on the popular area 't Eilandje (the Island) with panoramic views on the city.,,Beautifull apartment with 2 large terraces on the popular area 't Eilandje (the Island) with panoramic views on the city.,,,,,,,2000,51.23223476852236,4.411966323467732,Condominium,Entire home/apt,3,1.0,3.0,2.0,Real Bed,"TV, Wireless Internet, Kitchen, Free parking on premises, Elevator in building, Heating, Family/kid friendly, Essentials, Shampoo, Hangers",2017-05-12,2 days ago,32216502,2015-04-29 00:00:00,"Amsterdam, North Holland, Netherlands",,within an hour,100.0,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,8,19,28,28,flexible,6,2017-04-18,2017-05-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",110
