property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,target
2026,-1.473326501,-2.246693183,-3.54384342,-1.193108954,-1.33024806,-1.381065429,-0.05004784,3.014424911,-0.319117507,1.602793468,-2.808166771,-2.701688729,-1.672622793,-1.697139635,0.787145814,0.081634731,-1.277354215,30
2027,-1.239846911,-0.843764609,-0.459479627,1.696475014,-0.577796412,0.537792739,-0.958545618,-0.076631736,-0.152336882,0.230924188,-0.952571178,0.667440443,0.231546435,0.333152416,-0.248928625,-0.023594699,0.262190268,19
2028,-0.236166347,-1.057198306,-0.936993647,1.054436278,0.539197803,0.57833317,-0.624930197,0.033619756,0.008801791,-0.186532871,-0.879172124,0.372376092,0.12203512,0.525277334,-0.118852935,0.312678369,0.226841063,50
2029,1.435519969,-1.775881849,-2.323774853,0.711764932,-0.268167886,-0.665480489,-1.13423917,-0.225315914,0.204329981,-0.010460464,-0.669397386,0.449135021,-0.139924842,0.585241179,0.637414685,0.516739367,0.108194733,79
2030,-1.326807076,-1.907811468,-0.761277225,-0.47926299,-0.691938096,0.007787728,0.447577849,0.536871829,0.261738171,-1.109971594,-0.186610402,-0.201881466,0.005448412,1.164011739,0.108555097,-1.289077923,0.063137284,70
2031,-0.026110624,0.213284098,1.639799666,-0.285990473,0.068750438,-1.795523212,-1.9564624,0.548498796,0.590147293,-0.166554442,0.046705622,0.776047255,0.388915963,-0.373700535,-1.438737537,-0.406646205,-0.588439279,34
2032,-1.007945185,1.588396011,0.356803389,-2.552526367,0.855965779,-0.529543414,-2.048750222,-0.816299719,-0.188564229,0.580629688,-0.025999481,0.274878589,-0.070206621,0.492629099,-0.047985269,-0.073354365,-0.088939337,38
2033,0.907457414,-1.540724748,0.331554411,-0.432913322,2.936445728,-0.861000693,1.058571679,0.333348003,-0.38562839,-0.654841607,0.663097339,-0.734991016,0.789770101,1.545768713,-1.071683027,-0.13678322,-0.188052711,45
2034,-0.333889409,-0.631423705,0.686348126,-0.297898935,0.278377273,0.386402875,0.008489719,-0.456146968,-0.462199809,0.357461852,-0.776396178,0.483810034,0.5172911,-0.513255738,0.510373263,-0.719514045,0.205449619,29
2035,0.141968219,1.483262419,-0.933742991,-3.197929186,-2.909604439,-1.412525567,-0.635194815,-1.251611317,-0.912437723,1.159453969,1.701062538,-1.007545166,1.766273795,0.120235516,-1.476676107,3.425336876,-0.75527965,54
2036,-1.392259645,-1.339242157,-0.789760649,1.423631576,-0.822378456,0.485424566,-0.433258494,-0.346834711,-0.177979598,0.179198751,-1.059961434,0.671282705,-0.170806092,0.560461828,0.464518943,0.285097503,-0.385516181,32
2037,3.435542041,0.411065877,0.553480134,-1.245732856,-1.335860674,0.8649233,1.111395016,-0.860941899,0.039162437,0.671471717,-0.269485964,1.307737961,-1.423963503,-0.504174205,0.585245328,0.530340904,-0.330397831,38
2038,1.145646458,0.154168027,0.124845614,-1.478284406,-0.639277454,1.105520203,0.808522461,-0.122341104,0.291300696,0.561732393,-0.257137591,1.832012729,-1.211366389,-0.199590209,-1.449224224,0.138019807,0.846606977,35
2039,1.800921421,0.948042282,1.255294545,-1.587002263,-0.050117161,0.830169716,1.630132685,0.044552466,0.320786878,0.668043547,-0.553988956,1.755747116,-0.861084919,-0.791740322,-0.864722326,0.383404375,0.753776044,50
2040,0.500130556,-1.916759615,-0.84506569,-1.128673992,0.880428567,0.628954951,-0.686887659,2.130423005,-1.743864982,1.519932486,-1.638932749,-3.195077518,-2.363336876,-0.280379894,0.002617505,0.050511885,-0.593459173,30
2041,-2.619382259,-1.654698911,-0.19430576,0.119254844,1.42288218,0.94355075,-1.44608266,-0.572146114,-0.443152769,-0.051479165,0.148561634,-0.037907738,-0.105775603,0.842780812,-0.749559513,-0.316989874,-0.406760566,100
2042,-1.495942577,-0.05048953,-0.11623872,0.511581321,0.403567551,0.232488063,-1.326266297,-0.530958304,-0.607315916,0.803245965,-0.659742032,0.363977606,1.02335726,-0.165507682,-1.076248025,0.224833725,0.64236648,220
2043,-0.679104388,-0.290123457,0.418618353,-1.862265311,2.105823345,-0.923562957,1.954675715,0.710864745,0.318361547,-0.2091764,-1.097947436,0.948707416,0.432071653,0.709798455,0.30396149,0.879948368,-0.294872171,90
2044,-2.565558111,-1.728654484,-0.720883209,0.084041388,0.916731155,-0.65068329,-1.300664723,-0.816882923,0.037559695,0.034807303,0.719844325,-0.717562667,-0.09529294,0.105170747,0.789684315,-0.043043923,-0.392990841,125
2045,0.10471225,1.583800748,-4.070754257,2.447315995,0.513051949,-0.506994399,-1.071489334,-0.168406128,-0.210771981,-0.019801258,0.402990337,-0.666050855,0.278664078,0.413513836,0.023536836,-0.65793634,0.863680831,30
2046,3.292682467,0.522460662,-5.061327007,2.776974802,-0.52200584,-1.97786942,-1.059029656,0.709944778,0.295972231,-0.212165427,1.245996641,-0.364154451,0.382436103,-0.131748486,0.469182874,-0.096176341,1.172210804,38
2047,-0.418730157,-0.866325217,2.487110467,3.781531651,-2.228825688,-1.609473894,-0.072518474,0.781070448,0.241654083,-0.442454475,-0.532051944,0.275099281,-0.08916469,0.716077023,-0.297239148,-0.060612707,0.480275379,50
2048,-2.39291063,1.989204987,-3.057740311,1.864242979,2.375481272,0.499283411,-0.786305977,-1.205340111,-0.750659023,0.264262483,0.521989374,-0.875657609,0.234663875,0.24435217,0.802999464,-0.28345503,-0.344449923,135
2049,-0.990414261,0.579282673,2.776422827,1.613328865,0.071020127,-0.386574238,-0.520015229,-0.513010913,-0.267403578,0.596004245,-0.812729202,0.795445191,-0.428814439,0.23699915,0.605398447,0.251393711,0.251877964,37
2050,-0.780841378,0.046635963,2.141069626,1.469738124,1.714598778,-0.729877301,0.330101125,-0.205135608,-0.214992675,0.604252243,-1.067221301,0.733192265,0.093143448,0.162418738,0.591739926,0.716271193,0.432564885,65
2051,0.052938422,0.399551006,2.386122478,1.132190151,4.180640101,-1.910694402,2.248628336,0.252377671,-0.057804844,1.229879451,-2.058983182,1.724751037,0.632302757,-0.427411198,1.136200905,2.137234923,0.550951179,35
2052,-0.222531513,0.44554546,2.145180344,0.794254819,-0.575426089,0.046585925,-0.963756372,-0.41553291,-0.114143059,0.69009055,-1.161244944,0.836110259,0.104652804,-1.042828151,0.73881617,0.372417488,0.925846713,52
2053,0.000150798,0.451688074,2.300411076,0.987229358,1.108622551,-0.290221057,-0.201287808,-0.304224405,-0.298869532,0.582101259,-1.071925195,0.98745851,-0.28597815,0.422217403,0.315777406,0.609417167,0.179085181,42
2054,-1.336541805,-1.078563453,-0.561592062,1.755244658,-0.567909553,0.244758818,-0.913140872,-0.249397341,-0.138076324,0.521402561,-0.922789997,0.753671264,0.222809849,-0.106202323,-0.199683511,0.063949649,0.317542857,70
2055,-1.78190495,-0.274919979,0.427028168,-1.384275908,1.459018982,-1.053935051,-0.40117916,-0.781438394,0.071905261,0.137699495,0.11463317,0.208804451,-0.749034424,0.923656342,0.899336269,0.300138074,-0.644866475,50
2056,-1.476575227,-2.330539565,-0.416402385,0.686523337,0.135875664,0.787223826,-0.493994058,-0.602918803,-0.25313109,-0.221705834,0.01741186,-0.228451103,-0.048005342,0.034422963,0.45969325,0.099045038,-0.106078838,35
2057,-1.857824781,2.827057569,-3.136256196,1.864184335,1.491646866,-1.886784173,0.033242016,0.674118316,0.999887097,-0.358807022,0.12645867,0.16486889,0.086970366,-0.158589294,-0.378166984,0.878358484,-0.387267442,250
2058,-1.074274172,-1.285404966,-1.825775523,-0.774588453,-1.93575709,-1.651471218,0.542805497,3.144880068,0.083186589,1.581361574,-1.155501888,-2.347349948,-3.040008979,-1.470246936,-1.046700229,0.890559855,-0.89550679,88
2059,-0.248094128,-2.521864506,-1.272908706,0.359264442,0.543072276,-0.650384366,-1.501932671,-0.916403658,-0.164777348,-0.15069491,0.716718442,-0.811831788,0.047252895,0.165233822,0.751992252,-0.775013434,-0.214170319,45
2060,-1.53673585,-1.569107682,-1.254760062,0.872748919,-0.032938241,0.32215956,-1.363333768,-0.827353041,-0.258164411,0.474205685,-0.678242589,0.49116631,-0.090582439,0.190204485,0.331955084,0.419277101,-0.01301476,45
2061,-0.847931364,1.25700198,0.948463485,-2.265948778,1.823605874,0.28229594,-1.697565239,-1.250625386,-0.623623213,0.881353434,-0.481620287,0.883468655,-0.311299678,0.748838167,-0.734833307,1.454486887,-0.222413881,32
2062,-0.300003465,-0.571752455,1.003883177,0.509066546,0.275783805,-0.088352181,1.594874963,-0.50606538,-0.452279071,-0.12190677,-0.417650455,-0.189921397,0.239304527,0.615833251,1.374392583,-0.519615226,-0.871692219,25
2063,-1.989418506,-2.405416386,-0.631918966,0.017278946,0.586590884,-0.353383211,-0.774111971,-0.802975427,-0.258856994,-0.380129949,0.857301499,-1.195731961,0.246310522,0.313688061,0.756942856,-0.969599569,-0.644624832,65
2064,0.524786934,1.117832435,1.6205582,-0.981227627,-0.134618843,0.964353406,-0.750921738,-0.020816088,-0.318177037,0.433017243,-1.208939069,1.199090776,0.122234303,-0.151705246,-0.74877677,-0.531365086,-0.077994166,90
2065,3.4879853,-0.472241547,1.141193748,-0.444771977,0.75635934,0.573653828,-0.652642801,-0.415797855,-0.582912394,0.187362608,-0.161328296,0.428822697,0.27500442,-0.470322542,-0.369890424,-1.405262426,0.152994716,35
2066,1.470660392,0.711316385,-3.906160263,2.902395869,0.839636757,0.562660653,-0.457847488,-0.983064889,-0.989917818,0.468363757,-0.050834331,-0.481698207,0.736348033,-0.202051472,0.486777362,-0.79142428,-0.476476483,75
2067,0.008000417,-0.523678166,-0.451665961,-3.390039776,-1.784170093,0.564475113,0.569707858,1.776772838,-3.232965106,1.83442278,-2.047487764,-4.623539208,0.818732442,0.021228443,-0.840495181,2.879727139,0.057073889,32
2068,0.510071622,-1.077767482,-0.119512531,-0.993497849,-0.131241853,1.239933766,2.381240398,0.251091232,-0.202905658,-0.259420291,0.777025814,-0.202032837,0.38322358,-0.007782738,-1.36552203,-0.58187576,0.741919213,49
2069,-0.539175046,-1.592647339,-1.414087367,0.32083459,-0.948998829,-0.099223646,0.473137518,-0.142076443,0.592255165,0.370962561,0.549222959,0.366059775,-0.592506202,-0.736888296,-0.550568772,0.213428942,0.462561646,50
2070,-0.553909421,3.516300393,-1.570666206,2.068118324,2.20225811,-2.00351914,-0.614048306,0.817411034,0.763607532,-0.098372495,0.111024015,0.302009658,0.55590542,-0.626849268,-1.326741428,0.579546398,-0.716023921,200
2071,-0.335474054,-0.010812597,0.934302304,-2.491668275,1.359916665,0.996355779,1.858653758,0.962735306,0.173871558,-0.662705684,-0.87695291,0.805985178,0.376346011,0.145613302,-0.428297364,-0.340631338,0.889335911,21
2072,-0.736824696,0.678863941,0.694717615,-3.476127484,-1.919753126,0.424616514,1.086785815,-0.762638963,0.399406315,0.018673515,1.039154259,-0.254496891,-0.868442761,-0.989536877,1.071731759,-1.027130569,-0.024466074,36
2073,-0.55929354,0.241925873,2.832212019,-0.046765144,3.318410911,-0.243112994,2.404928961,0.477251018,0.228308926,-0.579221568,-0.075317969,0.009889333,0.083667423,0.406708774,0.413150875,-0.041994265,0.232386835,84
2074,0.897019598,0.193710988,2.637182824,-0.028912134,2.896399527,0.039166348,1.954096829,0.327651419,0.007411094,-0.536596709,-0.029924119,0.129016977,-0.098554406,0.787475511,0.052664713,-0.44332687,-0.304539754,50
2075,0.480992948,1.560657151,6.25802254,4.722113931,-1.023510295,-1.074704215,0.863327652,0.578654391,-0.039796815,-0.317645729,-0.041505154,-0.24615099,-1.03386459,1.275672069,0.647932015,0.144182255,1.511336866,60
2076,-0.019142699,1.894564922,6.08039077,4.054501958,-0.586372491,-3.150580993,0.927583244,1.329831391,0.581086182,-0.829772342,0.627701144,-0.365735566,-0.794504483,1.569434257,0.091495429,0.378019155,2.757563201,40
2077,0.04232275,-0.068124429,2.446048395,2.194087958,2.185432032,-1.792761969,1.226417442,1.309530488,0.854293559,-0.778232251,-0.280372608,0.783612524,-0.210026931,0.958967403,-1.159703441,0.993089131,-0.288937985,65
2078,1.07499773,-0.542344429,1.199494364,0.473221855,1.937803027,0.354746604,1.034528946,0.521921449,0.190292879,-0.24627487,-0.727539378,0.543935917,0.207773245,0.067971995,-0.292737648,0.079092452,0.043038535,65
2079,1.087738937,-0.052333638,3.024569666,0.916351871,2.792772106,0.058749364,2.906418293,0.956738974,0.272495883,-0.963455802,-0.460495124,-0.312588021,0.386910957,0.300259794,0.614791374,-0.108287218,-0.391543253,70
2080,1.708473277,0.369511316,0.159375978,-3.983154529,1.555140792,-1.724962836,-0.792354228,2.556564573,-1.375171355,1.722327963,-0.638511689,-3.919576384,-1.329099583,-1.394574782,-0.155302348,-2.303052262,0.202621938,80
2081,-1.88473434,-1.331440501,0.710566958,1.467494894,0.641384957,0.416084304,-0.850238562,-0.3621818,-0.321505948,0.319412353,-0.640220963,0.527243913,-0.039421185,0.289448322,-0.295844612,0.305307151,-0.453361715,27
2082,1.779236869,1.335829866,3.244083575,0.163594027,-3.166229031,-0.081647956,0.965997191,-0.868340191,-0.543989342,0.850831037,0.753901835,0.794139518,-1.831829892,0.590733648,0.908123813,-0.178955823,1.636143531,33
2083,0.824756648,0.537802305,0.406427829,-2.887836153,-0.380479839,0.191968221,0.299093954,-1.115906059,0.131736268,0.398831744,1.31810194,0.104197188,-1.438130107,0.072550834,0.345854339,-0.427534766,-0.829532037,45
2084,0.889071707,-1.915612016,-1.067992091,0.038506425,0.463445775,-0.20322005,0.226774453,-1.085714009,-0.13985205,0.073161467,1.710799808,-0.760944393,-1.102788394,1.101174517,-0.26192327,-0.699356832,-1.529613364,30
2085,-2.247788468,0.283695134,1.020537253,2.878318992,-0.50380592,0.248547476,-0.932720784,0.138079281,-0.159028293,0.182980551,-0.65270106,0.551088646,-0.405575415,1.369343705,-1.216634459,-0.330972233,0.049781109,25
2086,-0.993816391,1.920257522,3.452766854,-0.536077273,0.623217362,-3.150990776,-1.226110336,-0.267219434,0.440643803,-0.116910923,0.57428797,0.679932125,-1.493902719,1.959480231,0.163293048,0.634374961,-0.727971702,60
2087,0.759656777,0.6580339,3.830252243,2.758412564,-1.027085318,-0.830452424,-1.191299591,-1.185003676,-0.782813162,1.022900162,-0.361760655,0.399102343,-0.676947724,0.211138889,1.068738209,-0.009081956,-0.028188094,53
2088,-1.154546478,-0.434929215,1.203964032,0.039552811,0.063513003,0.899228374,0.827395609,0.18756325,-0.132808614,-0.470462739,-0.727115667,0.271741846,-0.067958454,0.648255426,0.069602318,-0.492235035,-0.632989708,25
2089,-0.942745559,0.472673638,0.660015722,-3.085243753,-1.103413865,0.776722612,1.858604537,-1.182634904,-0.270107308,0.44555188,0.618238208,-0.208294405,-0.043455219,-0.905451665,0.776757237,-0.091497194,0.427925772,30
2090,-1.038918921,5.228430378,-0.880518008,-0.342450858,1.331638671,1.649484569,-1.90062767,-0.437520037,-0.564405139,0.218990662,0.128956046,-0.024938386,-0.00947188,0.135407505,-0.862084275,-0.704205115,-0.047477215,40
2091,-0.802539482,2.955861273,-2.818846697,1.259259007,0.824412668,1.315720485,-1.443929619,0.175105929,-0.412872859,0.421109438,-0.214299595,0.121919955,1.105877722,-0.993066915,-0.74310765,-0.516217154,1.314550816,35
2092,-0.029724271,0.172887539,1.317054588,-0.600715082,0.069691737,0.757361789,-0.80916527,-0.605007278,-0.558080541,0.467552578,-0.323397955,0.416422448,0.096963496,-0.373916015,0.351852518,-0.612232035,-0.314019481,35
2093,-2.149129595,-1.359322611,1.236764698,1.57296331,-0.842209912,1.382045314,1.7570859,0.383233716,0.088838352,-0.220816838,0.274997492,0.520129405,-0.837799434,0.745491707,-1.797660651,-0.475446339,-0.53712416,35
2094,-1.41537956,0.360617321,0.888036354,-2.16737452,1.392164765,-0.611953031,-0.304443096,-0.412139512,-0.001030835,-0.088659364,0.238824183,0.049791202,-0.241113493,0.612263811,0.408840804,-0.641283023,-0.067171659,100
2095,11.25533813,-1.510933301,-1.434336982,-0.612859038,-0.854643803,0.171812747,0.858684682,-1.216836294,-0.617743252,0.915015741,-0.005149684,2.012295656,-1.819423013,0.374919468,0.069393984,0.020957421,-0.179515684,25
2096,2.802488228,5.200231501,-0.136317773,0.855445519,-0.69603074,-0.508574099,-0.268115905,0.985501197,0.187960713,-0.919822207,0.267321988,0.204538535,-0.081092354,0.745096675,-0.911870324,-1.201273663,0.743791173,53
2097,0.883901549,4.675514416,-1.886308429,-1.09340662,1.077077424,-1.578641507,0.682855454,1.428472898,0.847835045,-0.632572341,-0.207498271,0.496951473,0.982767652,-0.50996341,-0.650473294,-0.743420174,0.222223638,46
2098,0.414482368,1.147578982,-0.37059299,-3.596804371,-2.398660219,0.898576567,0.52247417,-0.651127808,-1.046970537,0.188424835,-1.340129902,-0.10379408,1.697429896,0.759145191,0.137280768,1.889893393,0.08107192,115
2099,-1.469862054,-2.508677594,-0.794081219,0.453165554,0.087650135,0.727669089,-0.784638203,-0.759637058,-0.460398539,-0.109697222,0.148194176,-0.580033282,0.592681534,-0.499146138,0.749205961,-0.535298104,0.435348304,30
2100,-1.854820688,-2.336672182,-0.614075954,-0.455891683,0.225487617,1.112368571,0.704333723,-1.396198681,-1.029849134,0.393415833,1.796780845,-1.804886179,1.254637258,-0.68616552,-1.531092093,0.866161302,0.119812742,60
2101,-0.678899796,-2.278464423,-0.942575254,0.557119019,-1.595938958,-1.74929697,0.706730072,0.427626557,0.891643103,-0.158331484,1.47743646,0.02925738,-0.46941852,-0.544833828,-1.051686248,-0.380463437,1.122509629,65
2102,0.321341079,4.129420254,-0.710318223,1.423905693,4.154439759,-0.700072748,0.267457225,-1.036456426,-0.760214898,1.014655135,-0.176792725,0.081865089,0.117012889,0.067687162,1.436792165,1.114488968,-0.406400116,45
2103,0.457079464,4.213208367,-0.800301006,1.097891019,2.774565838,0.069223985,-0.820734298,-1.296273588,-0.83879797,0.866990701,0.01510458,-0.001040883,-0.166653618,0.078113404,1.137371147,0.595590087,-0.67622878,57
2104,-0.328165797,4.573402087,-1.971985678,-0.537297395,2.118203242,-2.026423482,-0.982251452,-0.242456068,0.450617403,0.184086134,0.464202113,0.215055043,-0.104580177,-0.191282543,0.63246015,0.899358455,-0.476371807,40
2105,-1.506929008,-2.241293706,-0.869075749,0.572819537,-0.145334613,0.506216137,-0.795589497,-0.352673433,-0.303340196,0.364329172,-0.273469741,0.473318121,0.163406614,-0.064871901,0.627390826,0.250164387,0.103071067,50
2106,-1.349698907,-0.751891215,0.354606675,-0.518303579,0.706928743,0.414130061,-0.451981762,-0.408197084,-0.448877017,0.283175433,-0.563601163,0.740238626,-0.036455643,0.783686065,-0.278989259,-0.597630277,-0.280206901,30
2107,-0.537141206,-0.522730951,1.796778178,3.318139152,-1.304195624,-0.422166097,-0.822864171,0.4221212,-0.447012172,0.794210389,-0.503901725,0.888927776,0.343329611,-0.045833938,-0.399221148,-0.13916432,2.055608056,85
2108,0.250383871,0.589316415,0.392597927,-3.171972219,-1.114281208,1.355648006,0.160723119,-0.35132128,-0.151285673,-0.477593341,-0.409853337,0.159137036,-0.083821838,-0.014031902,1.218319068,-0.765397687,0.281227543,99
2109,-1.548277469,-1.328552382,-2.241548136,0.246410242,-1.626706223,-1.739925541,-0.312319309,0.88610553,1.322447673,-0.799697452,-0.682822485,0.745305584,-0.09724886,0.466278362,-0.187891014,0.511111011,-0.942039375,35
2110,-0.512059001,-1.232217373,-0.729269335,1.851062853,-0.569825849,0.631785865,0.1862751,0.644764964,0.035739091,0.082612963,-1.302566604,0.647700017,0.764452823,-0.323795802,-0.601487035,-0.516026528,0.317472763,45
2111,0.11015244,-2.054410264,-1.06629191,0.06580877,0.535423278,-0.206074273,-0.659204649,-0.292283115,0.097504972,-0.671284961,0.56548192,-0.598103613,-0.455647606,0.974929823,0.574787092,0.074337085,-0.44827347,89
2112,1.951369494,-1.899530512,0.592247931,2.981438043,-0.426281064,-0.285683065,-0.453301195,-0.627796926,-0.531208457,-0.31754444,0.613264271,-0.661805692,-0.59927936,1.055576246,1.004871377,-0.005240221,0.893335145,78
2113,5.171877023,-1.717457334,-0.5752923,0.744615869,0.549416886,-0.623871899,0.042475743,0.344848408,0.162326548,-0.77987687,0.488913252,-0.212366232,0.654405702,-0.229458981,-0.437522653,-1.278089443,-0.973202608,85
2114,4.788696874,-1.49382204,-0.28338934,0.32165045,0.915144995,0.258085617,0.419750865,-0.041349526,-0.23597673,-0.167954199,-0.313929663,0.380467939,0.187767739,-0.053648001,0.371519964,-0.337282798,0.29005995,65
2115,2.586453434,-0.476174921,1.001856751,-0.005462902,0.857087035,0.345952772,0.721938043,-0.038204031,-0.151473956,-0.274808429,-0.229270263,0.180353434,0.052812976,-0.016529704,0.629592577,-0.440124798,-0.012436927,34
2116,0.144940297,0.998021679,1.302910158,-0.750768076,-1.076640169,0.979991347,-0.444269843,0.343737781,-0.294887438,0.223034417,-1.107127168,0.969065479,0.711292315,-0.090375721,-0.612126567,-0.455737036,0.731433942,99
2117,-1.003667034,-1.608469482,1.175268655,2.060949235,-1.137659156,0.671360347,0.206353735,-0.391921992,-0.414247774,-0.306220036,-0.241649705,-0.522894214,0.418486456,-0.045268344,0.806387486,0.091558212,-0.452412445,60
2118,5.625837692,0.026555151,2.371851133,0.25324016,-0.427747225,0.798396421,0.740719251,-0.818858242,-0.869553304,-0.87990169,0.583032418,-1.157831484,-0.194555597,0.768740857,1.614175936,-1.308044854,-1.787476389,55
2119,0.728073994,-1.689214358,-0.571909213,-1.342105743,-0.286975176,-0.14414757,0.219947881,-0.679502848,-0.653746235,-1.026911535,0.98360781,-1.708028644,0.585822454,1.400248346,0.552762337,-0.243954959,-0.476544656,12
2120,-1.116011835,-0.990954621,0.842891355,2.344774734,-1.792630775,-0.084609948,0.366424139,-0.850251357,-0.081593833,0.895146268,0.471971473,0.818262117,-1.750517139,0.423781371,-0.085302713,0.931784351,0.910873164,80
2121,0.860318554,3.774893018,-1.574382291,0.196523578,2.479108697,-0.117406113,2.47108543,0.449317124,-0.293109218,0.20804839,-0.984910473,0.047798191,1.431760959,-0.974597289,1.395195565,-0.233591192,1.011371572,21
2122,0.7069901,-2.515452396,-0.794243297,1.610555672,-0.256268577,0.2664658,-0.362554265,-0.947186965,-0.898989275,0.463573684,-0.628288779,-0.010886777,0.693447872,0.08724587,0.50734927,-1.306798574,-0.89912766,35
2123,0.58565199,-2.205118273,-1.190472527,0.219170403,1.014406453,-1.308091087,-0.709004682,-0.697247133,-0.029062333,0.198444051,-0.123048987,0.136092868,-0.08595849,0.382022542,0.912862897,0.050620847,-0.045717219,80
2124,-1.71739208,-2.296070347,-0.947806186,-0.102715886,0.313890222,-0.219909232,-0.912350416,-0.159629453,0.073056568,-0.609030649,0.879614873,-0.490373723,-0.491842288,1.288337418,0.69283012,-0.137537844,-0.602511425,77
2125,0.623312688,-0.179307439,1.625397275,0.527402455,0.076003409,0.185706986,1.25228925,0.399313826,-0.358058262,0.23987109,-1.285816173,1.028156645,0.68256367,-0.084647946,-0.38282533,0.108561738,0.431321006,25
2126,-0.019393801,3.175582914,-2.36010708,0.24528062,3.24316609,0.379883569,-0.168698462,-0.892306153,-0.743346717,0.412793423,0.348086154,-0.351897735,0.453076739,-0.054312318,0.370446585,-0.822509031,0.169685425,60
2127,0.122835862,3.77477194,-1.910318015,-0.220061849,4.064129536,-0.06509322,0.482577002,-0.8709593,-0.740042579,0.536863262,0.256448619,-0.118578292,0.339707839,0.16588077,0.645080974,-0.590183387,0.209405933,29
2128,-0.000546243,0.945142275,1.960128688,-2.571191362,-0.029616886,1.24506929,-0.966081224,0.191890271,-0.66452919,0.489752178,-0.376727597,1.376327925,0.127979544,0.371161838,-0.688645571,-1.318905205,0.063089783,55
2129,-1.617379731,-0.252450398,2.762560743,1.018050342,1.255550148,0.933009313,0.49464241,-0.735780097,-0.364003071,0.539448014,1.421217844,-0.142586989,-0.669566852,-0.480453849,-1.355693748,-0.357948951,-0.34835139,30
2130,-1.223295036,-0.196054057,0.623132823,-2.097020892,-0.410035071,1.355940225,0.215344541,0.445688161,0.070232787,-0.322202832,-1.03649098,0.441286683,0.84910057,-0.840281022,-0.265757441,-1.409525885,0.622194387,38
2131,-0.168231677,-1.198682787,0.466940666,0.377111517,0.718849887,0.082132775,0.650060231,0.460053725,0.058139582,0.39303263,-1.126018195,0.862985139,1.097614807,-1.301229793,-0.27251141,-0.411392404,1.135512729,45
2132,-1.139624891,-0.336190303,0.257311611,-2.161584771,-0.042156283,-0.310323537,-1.073586557,-0.752114739,-0.054556594,-0.020070978,0.222917103,-0.468106089,0.297288869,-0.367025795,1.363923035,-0.911597487,-0.050983417,48
2133,0.230167669,0.045339625,1.404527273,-0.399407693,1.463412126,-0.271655941,-2.253544906,2.725259473,-1.651854218,1.604675227,-2.189527273,-0.96925023,-4.821195547,3.817701753,-3.145745515,0.795628019,-2.35435867,38
2134,-0.462739994,-0.817691057,2.098199285,2.052573418,-0.211666915,0.603065281,-0.533986123,-0.146946573,-0.323406404,0.012965436,0.069854638,-0.76348379,1.118950046,-1.667946634,0.15257781,-1.630872765,0.369698427,36
2135,-1.143957315,-2.129996825,-0.208506892,1.047610118,-1.747490757,0.430260314,0.768591468,0.153185201,-0.401819041,-0.13056324,-1.240204271,0.244528165,1.398408216,-0.277737622,-0.05835785,-0.219690454,0.868664219,26
2136,-2.341646168,-1.689357667,-0.511995925,-0.07396482,-1.716109131,-0.668205073,0.495708114,0.036987284,-0.023479506,-0.705374177,-0.4710908,-0.469284937,0.312080851,1.503785126,0.663418472,-0.028039838,0.276636618,64
2137,2.679251819,-2.650275311,-1.706540879,-0.27663397,-0.10526808,-0.763730514,0.336525043,-0.213860067,-0.0132304,-0.735597176,0.404576385,-0.415340603,-0.129293748,0.767662373,1.413756875,-0.992612169,-0.040385542,65
2138,-2.065364594,2.630402087,-2.634727887,0.803357028,-0.203240844,2.104724186,-0.036912927,2.17746782,-0.684601337,0.269918806,1.36912211,0.546768238,0.768381458,1.23332245,1.668990348,0.128843882,-0.456816895,49
2139,-1.889354541,2.887878809,-1.917762737,1.325902164,-0.288859151,2.15308292,0.147749817,2.202459869,-0.695924195,0.285289343,1.217877964,0.42466647,0.811352678,0.950138841,1.892973704,0.241305125,-0.869399651,55
2140,-1.827002103,1.750663928,-3.163636798,2.0375854,0.618064077,1.673746401,-0.211007626,1.898055565,-0.719890783,0.602276998,1.644453105,0.701807404,0.370119737,1.368187655,1.383334345,0.65263173,-0.743184985,70
2141,-1.365887014,-2.046927794,-0.428837414,0.67116767,0.267510927,0.592369686,-0.824505461,0.042760987,-0.120788354,0.287093008,-0.894597011,0.915423848,0.521353615,-0.460654196,-1.202502356,-0.359870973,0.911901621,55
2142,0.226834059,2.15705017,-3.209309768,2.253950319,-0.078176563,-0.079496218,1.904147148,-0.152723658,-1.31243773,0.383640386,-1.024326294,-0.904451804,2.918326115,0.18436572,-0.526003465,2.423389173,0.790528882,21
2143,4.137337071,-1.693240705,-0.399111995,-0.142439086,-0.689490834,0.181860637,0.825714698,-1.717831327,-1.157397436,1.482289664,0.511536355,0.078503397,0.595964385,-1.202215702,-0.035855761,0.232726567,-0.364654675,33
2144,0.698145777,-2.045000201,-1.297263169,1.474361919,0.191405117,0.13316447,-0.844683626,-0.664520643,-0.307449924,0.423753315,-0.996484899,0.766196045,-0.186223106,0.546228127,0.369422348,0.736014142,-0.598962806,54
2145,-1.213001667,-1.819037073,-1.444588917,0.049782142,-0.601268441,-0.432171784,-0.981359286,0.492906181,0.569662306,0.049592157,-1.224131594,1.361818484,-0.114801326,0.218300111,-0.184075262,1.447657171,1.087418881,50
